"site_id","survey_date","surveyor1","pit_tag_id","pit_tag_status","frog_sex","frog_state","frog_location","frog_utme","frog_utmn","total_weight","bag_weight","frog_weight","frog_svl","swab_id","swabber_name","frog_comments","swab_id_full"
14221,2014-07-18 00:00:00.000,Knapp,"118001029598",,F,Healthy,fringing habitat,746361,4305572,18.0,2.0,16.0,52.0,2132,Knapp,,DESO2132
14221,2014-07-18 00:00:00.000,Knapp,"118001029747",,M,Healthy,fringing habitat,746318,4305430,14.0,2.0,12.0,47.0,2256,Ellison,,DESO2256
14309,2014-07-18 00:00:00.000,Kauffman,"118001030071",,M,Healthy,fringing habitat,748220,4303554,,,,,,,Pond east of inlet. ,
54963,2014-07-18 00:00:00.000,Atkinson,"118001030192",,M,Healthy,in lake,748316,4303679,21.0,2.0,19.0,54.0,1991,Atkinson,,DESO1991
14221,2014-07-18 00:00:00.000,Knapp,"118001030351",,M,Healthy,fringing habitat,746346,4305480,17.0,2.0,15.0,51.0,2126,Knapp,,DESO2126
14309,2014-07-18 00:00:00.000,Kauffman,"118001030521",,M,Healthy,inlet,747848,4303774,14.0,2.0,12.0,43.0,2235,Atkinson,,DESO2235
52643,2014-07-18 00:00:00.000,Kauffman,"118001030586",,F,Dead,in lake,748358,4303705,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"118001030605",,M,Healthy,inlet,747940,4303804,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"118001030846",,M,Healthy,inlet,747823,4304087,17.0,2.0,15.0,50.0,2303,Kauffman,,DESO2303
14221,2014-07-18 00:00:00.000,Knapp,"118001031684",,F,Healthy,in lake,746467,4305469,17.0,2.0,15.0,50.0,2120,Ellison,,DESO2120
14221,2014-07-18 00:00:00.000,Knapp,"118001031730",,M,Healthy,fringing habitat,746346,4305480,,,,,,,,
14309,2014-07-18 00:00:00.000,Atkinson,"118001057508",,F,Healthy,fringing habitat,747972,4303899,,,,,,,Pool west of northeast inlet ,
52645,2014-07-18 00:00:00.000,Kauffman,"118001058013",,M,Healthy,outlet,748087,4304222,15.0,2.0,13.0,47.0,2059,Kauffman,,DESO2059
14221,2014-07-18 00:00:00.000,Knapp,"118001058265",,M,Healthy,in lake,746405,4305465,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"118001058365",,F,Healthy,in lake,746437,4305469,18.0,2.0,16.0,53.0,2034,Ellison,,DESO2034
14221,2014-07-18 00:00:00.000,Knapp,"118001058385",,F,Healthy,fringing habitat,746344,4305527,16.0,2.0,14.0,50.0,2141,Knapp,,DESO2141
14221,2014-07-18 00:00:00.000,Knapp,"118001059247",,M,Healthy,in lake,746405,4305458,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"121019050746",,M,Healthy,inlet,747829,4303761,21.0,2.0,19.0,52.0,2228,Atkinson,,DESO2228
14221,2014-07-18 00:00:00.000,Knapp,"121019056364",,M,Healthy,fringing habitat,746344,4305516,17.0,2.0,15.0,51.0,2140,Knapp,,DESO2140
14221,2014-07-18 00:00:00.000,Knapp,"121019059753",,M,Healthy,fringing habitat,746346,4305480,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"121019061341",,M,Healthy,fringing habitat,746346,4305480,,,,,,,,
52646,2014-07-18 00:00:00.000,Kauffman,"121019062087",,F,Healthy,fringing habitat,747999,4304370,16.0,2.0,14.0,45.0,2096,Atkinson,Unmapped pond west of site.,DESO2096
14221,2014-07-18 00:00:00.000,Knapp,"121019062577",,M,Healthy,fringing habitat,746322,4305442,14.0,2.0,12.0,46.0,2253,Knapp,,DESO2253
14309,2014-07-18 00:00:00.000,Kauffman,"121019074306",,M,Healthy,fringing habitat,748265,4303506,16.0,2.0,14.0,49.0,2220,Kauffman,Pond east of inlet. ,DESO2220
14309,2014-07-18 00:00:00.000,Kauffman,"121019074414",,M,Healthy,inlet,747849,4303774,21.0,2.0,19.0,53.0,2234,Kauffman,,DESO2234
14221,2014-07-18 00:00:00.000,Knapp,"121019078477",,M,Healthy,fringing habitat,746322,4305442,13.0,2.0,11.0,45.0,2252,Knapp,Microbiome ,DESO2252
14221,2014-07-18 00:00:00.000,Knapp,"121019078579",,F,Healthy,fringing habitat,746349,4305441,19.0,2.0,17.0,54.0,2263,Ellison,,DESO2263
14309,2014-07-18 00:00:00.000,Kauffman,"121019078954",,M,Healthy,inlet,747847,4303775,22.0,2.0,20.0,52.0,2236,Kauffman,,DESO2236
14309,2014-07-18 00:00:00.000,Atkinson,"121019080127",,M,Healthy,inlet,747902,4303788,19.0,2.0,17.0,52.0,2226,Atkinson,Microbiome swab is deso 2227,DESO2226
14221,2014-07-18 00:00:00.000,Knapp,"121019080248",,M,Healthy,fringing habitat,746346,4305480,13.0,2.0,11.0,47.0,2124,Ellison,,DESO2124
14309,2014-07-18 00:00:00.000,Kauffman,"121019091132",,M,Healthy,inlet,747912,4303795,17.0,2.0,15.0,52.0,2224,Kauffman,,DESO2224
14221,2014-07-18 00:00:00.000,Knapp,"121019094664",,M,Healthy,fringing habitat,746385,4305568,17.0,2.0,15.0,49.0,2136,Knapp,,DESO2136
14309,2014-07-18 00:00:00.000,Kauffman,"121019095510",,M,Healthy,inlet,747912,4303797,13.0,2.0,11.0,45.0,2225,Kauffman,,DESO2225
14221,2014-07-18 00:00:00.000,Knapp,"121019095563",,F,Healthy,fringing habitat,746304,4305430,16.0,2.0,14.0,49.0,2262,Knapp,,DESO2262
14221,2014-07-18 00:00:00.000,Knapp,"121019095671",,F,Healthy,in lake,746405,4305458,,,,,,,,
52646,2014-07-18 00:00:00.000,Kauffman,"900043000104508",Y,F,Healthy,fringing habitat,747999,4304370,10.0,2.0,8.0,40.0,2092,Atkinson,Unmapped pond west of site.,DESO2092
14221,2014-07-18 00:00:00.000,Knapp,"900043000104537",,M,Healthy,in lake,746405,4305458,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"900043000104551",Y,M,Healthy,outlet,748260,4303477,11.0,2.0,9.0,41.0,2222,Atkinson,,DESO2222
54963,2014-07-18 00:00:00.000,Kauffman,"900043000104557",Y,F,Healthy,in lake,748309,4303692,14.0,2.0,12.0,47.0,2057,Kauffman,,DESO2057
52646,2014-07-18 00:00:00.000,Kauffman,"900043000104559",Y,M,Healthy,fringing habitat,747997,4304369,14.0,2.0,12.0,45.0,2097,Kauffman,Unmapped pond west of site.,DESO2097
14309,2014-07-18 00:00:00.000,Kauffman,"900043000104560",,M,Healthy,inlet,747878,4303785,15.0,2.0,13.0,47.0,2231,Atkinson,,DESO2231
52646,2014-07-18 00:00:00.000,Kauffman,"900043000104569",Y,F,Healthy,outlet,748042,4304286,10.0,2.0,8.0,40.0,2093,Atkinson,,DESO2093
14221,2014-07-18 00:00:00.000,Knapp,"900043000104580",,M,Healthy,in lake,746396,4305496,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"900043000104581",Y,M,Healthy,inlet,747829,4303761,27.0,2.0,25.0,59.0,2237,Kauffman,,DESO2237
52646,2014-07-18 00:00:00.000,Kauffman,"900043000104593",Y,F,Healthy,fringing habitat,747997,4304369,14.0,2.0,12.0,49.0,2098,Kauffman,Unmapped pond west of site.,DESO2098
52646,2014-07-18 00:00:00.000,Kauffman,"900043000107946",Y,M,Healthy,outlet,748042,4304286,16.0,2.0,14.0,47.0,2091,Kauffman,,DESO2091
52646,2014-07-18 00:00:00.000,Kauffman,"900043000107953",Y,F,Healthy,outlet,748043,4304277,9.0,2.0,7.0,41.0,2088,Kauffman,,DESO2088
14221,2014-07-18 00:00:00.000,Knapp,"900043000107959",,M,Healthy,fringing habitat,746346,4305480,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"900043000107982",Y,F,Healthy,inlet,747823,4304087,46.0,2.0,44.0,71.0,2304,Kauffman,Northeast inlet ,DESO2304
52643,2014-07-18 00:00:00.000,Kauffman,"900043000107992",Y,M,Healthy,in lake,748354,4303179,20.0,2.0,18.0,53.0,2058,Kauffman,,DESO2058
14309,2014-07-18 00:00:00.000,Kauffman,"900043000108000",Y,M,Healthy,inlet,747847,4303774,13.0,2.0,11.0,44.0,2233,Atkinson,"Swab id entered as 2223, but this id was already used on the same date. Changed to 2233, but this may not be correct.",DESO2233
52646,2014-07-18 00:00:00.000,Kauffman,"982000362395973",Y,F,Healthy,outlet,748042,4304286,16.0,2.0,14.0,48.0,2090,Kauffman,,DESO2090
14221,2014-07-18 00:00:00.000,Knapp,"982000362395974",,M,Healthy,in lake,746405,4305465,,,,,,,,
52645,2014-07-18 00:00:00.000,Kauffman,"982000362395975",Y,M,Healthy,inlet,748069,4304242,14.0,2.0,12.0,45.0,2089,Atkinson,,DESO2089
14309,2014-07-18 00:00:00.000,Kauffman,"982000362395980",,F,Healthy,inlet,747901,4303796,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"982000362395983",,M,Healthy,inlet,747853,4304060,,,,,,,,
52645,2014-07-18 00:00:00.000,Kauffman,"982000362395984",Y,F,Healthy,outlet,748145,4304139,15.0,2.0,13.0,46.0,2085,Atkinson,,DESO2085
14221,2014-07-18 00:00:00.000,Knapp,"982000362395985",Y,M,Healthy,in lake,746437,4305496,45.0,2.0,43.0,13.0,2029,Ellison,,DESO2029
14221,2014-07-18 00:00:00.000,Knapp,"982000362395987",Y,F,Healthy,fringing habitat,746346,4305480,11.0,2.0,9.0,43.0,2254,Ellison,,DESO2254
14309,2014-07-18 00:00:00.000,Atkinson,"982000362395991",Y,M,Healthy,inlet,747899,4304021,21.0,2.0,19.0,52.0,2312,Atkinson,,DESO2312
14309,2014-07-18 00:00:00.000,Kauffman,"982000362395998",,M,Healthy,inlet,747875,4303782,12.0,2.0,10.0,45.0,2229,Kauffman,,DESO2229
14221,2014-07-18 00:00:00.000,Knapp,"982000362395999",Y,M,Healthy,in lake,746405,4305458,14.0,2.0,12.0,47.0,2031,Knapp,,DESO2031
14221,2014-07-18 00:00:00.000,Knapp,"982000362396000",Y,M,Healthy,in lake,746405,4305458,14.0,2.0,12.0,46.0,2035,Knapp,,DESO2035
52646,2014-07-18 00:00:00.000,Kauffman,"982000362396002",Y,M,Healthy,outlet,748048,4304267,15.0,2.0,13.0,47.0,2087,Atkinson,,DESO2087
14309,2014-07-18 00:00:00.000,Atkinson,"982000362396004",Y,M,Healthy,outlet,748201,4303519,21.0,2.0,19.0,53.0,2100,Atkinson,,DESO2100
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396005",Y,F,Healthy,inlet,747829,4303761,27.0,2.0,25.0,61.0,2239,Atkinson,Nose is abraided. ,DESO2239
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396006",Y,F,Healthy,fringing habitat,748235,4303687,60.0,2.0,58.0,63.0,2216,Kauffman,Small pond east of lake.,DESO2216
14221,2014-07-18 00:00:00.000,Knapp,"982000362396008",,F,Healthy,in lake,746405,4305458,21.0,2.0,19.0,53.0,2028,Knapp,,DESO2028
14221,2014-07-18 00:00:00.000,Knapp,"982000362396009",Y,M,Healthy,in lake,746396,4305496,12.0,2.0,10.0,47.0,2025,Ellison,,DESO2025
14221,2014-07-18 00:00:00.000,Knapp,"982000362396011",Y,M,Healthy,fringing habitat,746316,4305429,17.0,2.0,15.0,50.0,2260,Ellison,,DESO2260
14221,2014-07-18 00:00:00.000,Knapp,"982000362396018",Y,M,Healthy,in lake,746396,4305496,11.0,2.0,9.0,42.0,2026,Ellison,,DESO2026
14221,2014-07-18 00:00:00.000,Knapp,"982000362396019",Y,M,Healthy,fringing habitat,746346,4305480,19.0,2.0,17.0,53.0,2030,Knapp,,DESO2030
14221,2014-07-18 00:00:00.000,Knapp,"982000362396020",Y,F,Healthy,fringing habitat,746322,4305442,15.0,2.0,13.0,50.0,2255,Knapp,,DESO2255
14306,2014-07-18 00:00:00.000,Kauffman,"982000362396022",,M,Healthy,in lake,748171,4303880,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"982000362396023",Y,M,Healthy,fringing habitat,746346,4305480,14.0,2.0,12.0,47.0,2130,Ellison,,DESO2130
14221,2014-07-18 00:00:00.000,Knapp,"982000362396034",Y,M,Healthy,fringing habitat,746346,4305480,16.0,2.0,14.0,48.0,2127,Knapp,,DESO2127
14221,2014-07-18 00:00:00.000,Knapp,"982000362396035",Y,F,Healthy,in lake,746405,4305458,11.0,2.0,9.0,42.0,2027,Knapp,,DESO2027
14221,2014-07-18 00:00:00.000,Knapp,"982000362396036",Y,M,Healthy,fringing habitat,746346,4305480,17.0,2.0,15.0,51.0,2129,Knapp,,DESO2129
14221,2014-07-18 00:00:00.000,Knapp,"982000362396038",Y,F,Healthy,fringing habitat,746362,4305566,11.0,2.0,9.0,43.0,2134,Knapp,,DESO2134
14309,2014-07-18 00:00:00.000,Atkinson,"982000362396039",Y,F,Healthy,fringing habitat,747958,4303987,29.0,2.0,27.0,61.0,2314,Atkinson,Unmapped pond north of pyramid ,DESO2314
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396043",Y,M,Healthy,inlet,747829,4303761,22.0,2.0,20.0,53.0,2238,Kauffman,,DESO2238
14221,2014-07-18 00:00:00.000,Knapp,"982000362396044",Y,F,Healthy,fringing habitat,746316,4305429,19.0,2.0,17.0,53.0,2258,Ellison,,DESO2258
14221,2014-07-18 00:00:00.000,Knapp,"982000362396045",Y,F,Healthy,fringing habitat,746362,4305566,11.0,2.0,9.0,44.0,2135,Knapp,,DESO2135
14221,2014-07-18 00:00:00.000,Knapp,"982000362396047",Y,F,Healthy,in lake,746437,4305469,21.0,2.0,19.0,55.0,2032,Ellison,,DESO2032
14221,2014-07-18 00:00:00.000,Knapp,"982000362396056",Y,M,Healthy,in lake,746405,4305458,13.0,2.0,11.0,47.0,2033,Knapp,,DESO2033
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396057",Y,F,Healthy,outlet,748260,4303476,42.0,2.0,40.0,66.0,2221,Kauffman,,DESO2221
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396058",,M,Healthy,fringing habitat,748265,4303506,,,,,,,,
52645,2014-07-18 00:00:00.000,Kauffman,"982000362396060",Y,F,Healthy,outlet,748145,4304139,12.0,2.0,10.0,42.0,2086,Atkinson,,DESO2086
14221,2014-07-18 00:00:00.000,Knapp,"982000362396061",Y, ,Healthy,fringing habitat,746346,4305480,14.0,2.0,12.0,48.0,2128,Ellison,,DESO2128
14309,2014-07-18 00:00:00.000,Atkinson,"982000362396062",Y,F,Healthy,fringing habitat,747958,4303987,12.0,2.0,10.0,44.0,2313,Atkinson,Unmapped pond north of pyramid ,DESO2313
14221,2014-07-18 00:00:00.000,Knapp,"982000362396065",Y,F,Healthy,in lake,746437,4305469,11.0,2.0,9.0,43.0,2123,Knapp,,DESO2123
27495,2014-07-18 00:00:00.000,Kauffman,"982000362396066",Y,M,Healthy,fringing habitat,748177,4303970,12.0,2.0,10.0,45.0,2099,Atkinson,Unmapped pond west of site.,DESO2099
14221,2014-07-18 00:00:00.000,Knapp,"982000362396068",Y,M,Healthy,fringing habitat,746315,4305442,19.0,2.0,17.0,51.0,2257,Knapp,,DESO2257
14221,2014-07-18 00:00:00.000,Knapp,"982000362396070",Y,M,Healthy,fringing habitat,746346,4305480,16.0,2.0,14.0,50.0,2131,Knapp,,DESO2131
14309,2014-07-18 00:00:00.000,Kauffman,"982000362396073",,M,Healthy,inlet,747871,4303778,12.0,2.0,10.0,49.0,2230,Kauffman,,DESO2230
14221,2014-07-18 00:00:00.000,Knapp,"982000362396077",Y,M,Healthy,fringing habitat,746346,4305480,11.0,2.0,9.0,42.0,2125,Ellison,,DESO2125
14221,2014-07-18 00:00:00.000,Knapp,"982000362396078",Y,M,Healthy,in lake,746373,4305465,13.0,2.0,11.0,46.0,2024,Knapp,,DESO2024
14235,2014-08-04 00:00:00.000,Atkinson,"118001028393",,M,Healthy,in lake,750569,4305199,17.0,2.0,15.0,49.0,2145,Atkinson,,DESO2145
14218,2014-08-04 00:00:00.000,Kauffman,"118001058410",,F,Healthy,fringing habitat,749600,4305687,19.0,2.0,17.0,52.0,2157,Kauffman,,DESO2157
14218,2014-08-04 00:00:00.000,Kauffman,"118001065025",,F,Healthy,in lake,749707,4305767,21.0,,,53.0,2158,Kauffman,,DESO2158
14218,2014-08-04 00:00:00.000,Kauffman,"121019097227",,M,Healthy,fringing habitat,749602,4305689,15.0,2.0,13.0,48.0,2156,Kauffman,,DESO2156
14235,2014-08-04 00:00:00.000,Atkinson,"900043000104807",,F,Healthy,fringing habitat,750486,4305186,22.0,2.0,20.0,56.0,2147,Atkinson,,DESO2147
14235,2014-08-04 00:00:00.000,Atkinson,"900043000104816",,M,Healthy,in lake,750691,4305233,14.0,2.0,12.0,46.0,2144,Atkinson,,DESO2144
14235,2014-08-04 00:00:00.000,Atkinson,"900043000104867",,M,Healthy,in lake,750552,4305187,29.0,2.0,27.0,57.0,2146,Atkinson,,DESO2146
14218,2014-08-04 00:00:00.000,Kauffman,"982000362396069",,F,Healthy,in lake,749588,4305680,18.0,2.0,16.0,51.0,2159,Kauffman,,DESO2159
14221,2014-08-06 00:00:00.000,Kauffman,"118001027485",,M,Healthy,in lake,746396,4305496,11.0,2.0,9.0,45.0,2246,Kauffman,,DESO2246
14221,2014-08-06 00:00:00.000,Kauffman,"118001027523",,F,Healthy,fringing habitat,746360,4305566,21.0,2.0,19.0,55.0,2352,Kauffman,,DESO2352
14221,2014-08-06 00:00:00.000,Kauffman,"118001027588",,F,Healthy,fringing habitat,746360,4305566,18.0,5.0,13.0,51.0,,Kauffman,Original swab id recorded as 2251 but duplicated another id.,
14309,2014-08-06 00:00:00.000,Knapp,"118001027904",,M,Healthy,inlet,747931,4303804,19.0,2.0,17.0,50.0,2142,Atkinson,,DESO2142
14309,2014-08-06 00:00:00.000,Knapp,"118001028346",,M,Healthy,inlet,747931,4303804,22.0,2.0,20.0,57.0,2409,Knapp,,DESO2409
14309,2014-08-06 00:00:00.000,Knapp,"118001028476",,M,Healthy,inlet,747811,4304133,25.0,2.0,23.0,54.0,2421,Atkinson,,DESO2421
14221,2014-08-06 00:00:00.000,Kauffman,"118001028526",,M,Healthy,fringing habitat,746346,4305492,13.0,2.0,11.0,48.0,2162,Ellison,,DESO2162
14309,2014-08-06 00:00:00.000,Knapp,"118001028612",,M,Healthy,inlet,747917,4303791,24.0,2.0,22.0,52.0,2410,Knapp,,DESO2410
14221,2014-08-06 00:00:00.000,Kauffman,"118001028625",,F,Healthy,fringing habitat,746331,4305428,15.0,2.0,13.0,52.0,2243,Ellison,,DESO2243
14309,2014-08-06 00:00:00.000,Knapp,"118001028823",,M,Healthy,outlet,748226,4303545,21.0,2.0,19.0,52.0,2265,Atkinson,,DESO2265
14221,2014-08-06 00:00:00.000,Kauffman,"118001028994",,F,Healthy,fringing habitat,746342,4305517,20.0,2.0,18.0,55.0,2315,Ellison,,DESO2315
14309,2014-08-06 00:00:00.000,Knapp,"118001029070",,M,Healthy,inlet,747919,4303790,23.0,2.0,21.0,56.0,2414,Knapp,,DESO2414
14221,2014-08-06 00:00:00.000,Kauffman,"118001029079",,F,Healthy,fringing habitat,746342,4305517,20.0,2.0,18.0,51.0,2177,Kauffman,,DESO2177
14221,2014-08-06 00:00:00.000,Kauffman,"118001029154",,F,Healthy,fringing habitat,746346,4305492,23.0,2.0,21.0,54.0,2170,Kauffman,,DESO2170
14309,2014-08-06 00:00:00.000,Knapp,"118001029220",,M,Healthy,outlet,748268,4303474,22.0,2.0,20.0,53.0,2274,Atkinson,,DESO2274
14221,2014-08-06 00:00:00.000,Kauffman,"118001029358",,M,Healthy,fringing habitat,746342,4305517,14.0,2.0,12.0,48.0,2174,Ellison,,DESO2174
54962,2014-08-06 00:00:00.000,Atkinson,"118001029419",,F,Healthy,in lake,748290,4303603,37.0,2.0,35.0,63.0,2148,Atkinson,,DESO2148
14221,2014-08-06 00:00:00.000,Kauffman,"118001029434",,M,Healthy,fringing habitat,746346,4305492,14.0,2.0,12.0,46.0,2169,Kauffman,,DESO2169
14221,2014-08-06 00:00:00.000,Kauffman,"118001029542",,M,Healthy,fringing habitat,746342,4305517,14.0,2.0,12.0,48.0,2176,Kauffman,,DESO2176
14309,2014-08-06 00:00:00.000,Knapp,"118001029765",,M,Healthy,inlet,747892,4303790,18.0,2.0,16.0,51.0,2143,Atkinson,,DESO2143
14221,2014-08-06 00:00:00.000,Kauffman,"118001029775",,F,Healthy,fringing habitat,746329,4305454,20.0,2.0,18.0,52.0,2318,Kauffman,,DESO2318
14221,2014-08-06 00:00:00.000,Kauffman,"118001029845",,M,Healthy,fringing habitat,746346,7435492,15.0,2.0,13.0,48.0,2165,Kauffman,,DESO2165
14221,2014-08-06 00:00:00.000,Kauffman,"118001029912",,M,Healthy,fringing habitat,746305,4305423,13.0,2.0,11.0,48.0,2241,Ellison,,DESO2241
14309,2014-08-06 00:00:00.000,Knapp,"118001030032",,M,Healthy,inlet,747919,4303790,16.0,2.0,14.0,47.0,2415,Atkinson,,DESO2415
14309,2014-08-06 00:00:00.000,Knapp,"118001030071",,M,Healthy,outlet,748226,4303545,16.0,2.0,14.0,52.0,2264,Knapp,,DESO2264
14221,2014-08-06 00:00:00.000,Kauffman,"118001030351",,M,Healthy,fringing habitat,746346,4305492,17.0,2.0,15.0,48.0,2094,Kauffman,,DESO2094
14221,2014-08-06 00:00:00.000,Kauffman,"118001030471",,M,Healthy,fringing habitat,746360,4305566,16.0,2.0,14.0,49.0,2249,Kauffman,,DESO2249
14221,2014-08-06 00:00:00.000,Kauffman,"118001030628",,F,Healthy,fringing habitat,746360,4305566,17.0,2.0,15.0,53.0,2250,Kauffman,,DESO2250
14309,2014-08-06 00:00:00.000,Knapp,"118001057508",,F,Healthy,inlet,747961,4303909,31.0,2.0,29.0,65.0,2430,Knapp,,DESO2430
14221,2014-08-06 00:00:00.000,Kauffman,"118001057676",,F,Healthy,fringing habitat,746305,4305423,19.0,2.0,17.0,52.0,2240,Kauffman,,DESO2240
14221,2014-08-06 00:00:00.000,Kauffman,"118001057972",,M,Healthy,fringing habitat,746329,4305454,15.0,2.0,13.0,45.0,2317,Kauffman,,DESO2317
14221,2014-08-06 00:00:00.000,Kauffman,"118001058070",,M,Healthy,fringing habitat,746342,4305517,14.0,2.0,12.0,48.0,2173,Kauffman,,DESO2173
14309,2014-08-06 00:00:00.000,Knapp,"118001058081",,M,Healthy,outlet,748287,4303461,20.0,2.0,18.0,52.0,2153,Atkinson,,DESO2153
14309,2014-08-06 00:00:00.000,Knapp,"118001058114",,M,Healthy,outlet,748274,4303467,17.0,2.0,15.0,49.0,2152,Atkinson,,DESO2152
14221,2014-08-06 00:00:00.000,Kauffman,"118001066013",,M,Healthy,fringing habitat,746342,4305517,15.0,2.0,13.0,50.0,2175,Kauffman,,DESO2175
14309,2014-08-06 00:00:00.000,Knapp,"121019050581",,M,Healthy,inlet,747819,4303752,26.0,2.0,24.0,55.0,2412,Atkinson,,DESO2412
14221,2014-08-06 00:00:00.000,Kauffman,"121019056364",,M,Healthy,fringing habitat,746342,4305517,17.0,2.0,15.0,49.0,2172,Kauffman,Swab id originally recorded as 2173 but duplicated another id. Could be 2172 or 2173.,DESO2172
14221,2014-08-06 00:00:00.000,Kauffman,"121019062098",,F,Healthy,fringing habitat,746371,4305504,19.0,2.0,17.0,48.0,2248,Kauffman,Microbiome ,DESO2248
14221,2014-08-06 00:00:00.000,Kauffman,"121019062577",,M,Healthy,fringing habitat,746329,4305454,14.0,2.0,12.0,47.0,2321,Kauffman,,DESO2321
14309,2014-08-06 00:00:00.000,Knapp,"121019062813",,M,Healthy,fringing habitat,748263,4303503,17.0,2.0,15.0,52.0,2271,Knapp,,DESO2271
14221,2014-08-06 00:00:00.000,Kauffman,"121019070927",,F,Healthy,fringing habitat,746342,4305517,16.0,2.0,14.0,48.0,2168,Kauffman,,DESO2168
14221,2014-08-06 00:00:00.000,Kauffman,"121019071963",,F,Healthy,fringing habitat,746346,4305492,16.0,2.0,14.0,51.0,2160,Kauffman,,DESO2160
14309,2014-08-06 00:00:00.000,Knapp,"121019071974",,M,Healthy,inlet,747837,4303769,18.0,2.0,16.0,53.0,2411,Knapp,,DESO2411
14309,2014-08-06 00:00:00.000,Knapp,"121019074306",,M,Healthy,fringing habitat,748256,4303514,17.0,2.0,15.0,50.0,2267,Knapp,,DESO2267
14309,2014-08-06 00:00:00.000,Knapp,"121019075956",,F,Healthy,fringing habitat,748256,4303514,23.0,2.0,21.0,60.0,2268,Knapp,,DESO2268
14221,2014-08-06 00:00:00.000,Kauffman,"121019078477",,M,Healthy,fringing habitat,746329,4305454,13.0,2.0,11.0,45.0,2323,Kauffman,Microbiome,DESO2323
14221,2014-08-06 00:00:00.000,Kauffman,"121019078579",,F,Healthy,fringing habitat,746329,4305454,19.0,2.0,17.0,53.0,2322,Kauffman,,DESO2322
14221,2014-08-06 00:00:00.000,Kauffman,"121019097359",,M,Healthy,fringing habitat,746346,4305492,17.0,2.0,15.0,51.0,2167,Kauffman,,DESO2167
14221,2014-08-06 00:00:00.000,Kauffman,"153000075212",,F,Healthy,fringing habitat,746305,4305423,20.0,2.0,18.0,53.0,2242,Kauffman,,DESO2242
14309,2014-08-06 00:00:00.000,Knapp,"900043000107914",Y,M,Healthy,outlet,748223,4303491,27.0,2.0,25.0,55.0,2272,Atkinson,,DESO2272
14309,2014-08-06 00:00:00.000,Knapp,"900043000107916",Y,F,Healthy,inlet,747821,4304090,9.0,2.0,7.0,40.0,2419,Atkinson,Northern inlet ,DESO2419
14309,2014-08-06 00:00:00.000,Knapp,"900043000107917",Y,F,Healthy,inlet,747875,4304040,13.0,2.0,11.0,47.0,2417,Knapp,,DESO2417
14309,2014-08-06 00:00:00.000,Knapp,"900043000107921",Y,M,Healthy,inlet,747807,4303769,13.0,2.0,11.0,47.0,2413,Knapp,,DESO2413
14221,2014-08-06 00:00:00.000,Kauffman,"900043000107922",Y,M,Healthy,in lake,746373,4305465,12.0,2.0,10.0,43.0,2247,Kauffman,,DESO2247
14309,2014-08-06 00:00:00.000,Knapp,"900043000107926",Y,M,Healthy,inlet,747811,4304133,20.0,2.0,18.0,52.0,2420,Atkinson,,DESO2420
14309,2014-08-06 00:00:00.000,Knapp,"900043000107929",Y,F,Healthy,fringing habitat,747977,4303745,22.0,2.0,20.0,56.0,2416,Knapp,Pool south of inlet mouth ,DESO2416
14309,2014-08-06 00:00:00.000,Knapp,"900043000107944",Y,M,Healthy,inlet,747875,4304040,13.0,2.0,11.0,42.0,2427,Atkinson,,DESO2427
14309,2014-08-06 00:00:00.000,Knapp,"900043000107956",Y,M,Healthy,inlet,747900,4304019,14.0,2.0,12.0,45.0,2429,Atkinson,,DESO2429
14309,2014-08-06 00:00:00.000,Knapp,"900043000107961",Y,M,Healthy,fringing habitat,748256,4303514,11.0,2.0,9.0,43.0,2266,Knapp,,DESO2266
14309,2014-08-06 00:00:00.000,Knapp,"900043000107962",Y,F,Healthy,inlet,747811,4304133,17.0,2.0,15.0,53.0,2423,Knapp,,DESO2423
14309,2014-08-06 00:00:00.000,Knapp,"900043000107973",Y,F,Healthy,fringing habitat,748256,4303514,30.0,2.0,28.0,63.0,2269,Knapp,,DESO2269
14309,2014-08-06 00:00:00.000,Knapp,"900043000107977",Y,M,Healthy,inlet,747819,4304121,24.0,2.0,22.0,55.0,2424,Atkinson,,DESO2424
14221,2014-08-06 00:00:00.000,Kauffman,"900043000107981",Y,M,Healthy,fringing habitat,746342,4305517,15.0,2.0,13.0,47.0,2178,Kauffman,,DESO2178
14309,2014-08-06 00:00:00.000,Knapp,"900043000107982",,F,Healthy,inlet,747819,4304088,52.0,2.0,50.0,72.0,2425,Knapp,,DESO2425
