"site_id","survey_date","surveyor1","pit_tag_id","pit_tag_status","frog_sex","frog_state","frog_location","frog_utme","frog_utmn","total_weight","bag_weight","frog_weight","frog_svl","swab_id","swabber_name","frog_comments","swab_id_full"
14309,2014-06-19 00:00:00.000,Kauffman,"121019074414",,M,Healthy,inlet,747951,4303811,,,,,,,,
14309,2014-06-19 00:00:00.000,Kauffman,"121019074484",,M,Healthy,inlet,747951,4303811,,,,,,,,
14309,2014-06-19 00:00:00.000,Kauffman,"121019074719",Y,M,Healthy,inlet,747932,4303799,,2.0,-2.0,56.0,1972,Ellison,,DESO1972
14309,2014-06-19 00:00:00.000,Kauffman,"121019074733",,M,Healthy,inlet,747951,4303811,,,,,,,,
14309,2014-06-19 00:00:00.000,Kauffman,"121019075854",,M,Healthy,inlet,747951,4303811,15.0,2.0,13.0,46.0,,Kauffman,,
14309,2014-06-19 00:00:00.000,Kauffman,"121019078954",,M,Healthy,inlet,747932,4303799,17.0,2.0,15.0,53.0,1971,Kauffman,,DESO1971
14309,2014-06-19 00:00:00.000,Kauffman,"121019080127",,M,Healthy,inlet,747932,4303799,16.0,2.0,14.0,53.0,1973,Kauffman,Microbiome sample collected.,DESO1973
52643,2014-06-19 00:00:00.000,Kauffman,"121019081088",Y,F,Healthy,in lake,748350,4303717,10.0,2.0,8.0,42.0,1958,Kauffman,Translocated to Lake Lucille on 6/20/14.,DESO1958
14221,2014-06-19 00:00:00.000,Knapp,"121019091419",,F,Healthy,in lake,746373,4305465,,,,,,,Translocated to Jabu Lake on 6/20/14.,
14312,2014-06-19 00:00:00.000,Kauffman,"121019095510",Y,M,Healthy,fringing habitat,748323,4303820,11.0,2.0,9.0,43.0,1966,Ellison,,DESO1966
14221,2014-06-19 00:00:00.000,Knapp,"121019097227",,M,Healthy,fringing habitat,746396,4305496,14.0,2.0,12.0,49.0,1803,Knapp,Translocated to Jabu Lake on 6/20/14.,DESO1803
14221,2014-06-19 00:00:00.000,Knapp,"121019100484",,F,Healthy,fringing habitat,746336,4305483,,,,,,,Translocated to Lake Lucille on 6/20/14.,
14221,2014-06-19 00:00:00.000,Knapp,"121019101281",,F,Healthy,in lake,746373,4305465,16.0,2.0,14.0,53.0,1801,Vredenburg,,DESO1801
54963,2014-06-19 00:00:00.000,Kauffman,"900118001057675",,M,Healthy,in lake,748327,4303691,23.0,2.0,21.0,53.0,1962,Kauffman,"Frog has a PIT tag, but its not in the tag table.",DESO1962
14221,2014-06-19 00:00:00.000,Knapp,"982000362396008",Y,F,Healthy,in lake,746396,4305496,19.0,2.0,17.0,56.0,1791,Vredenburg,,DESO1791
14221,2014-06-19 00:00:00.000,Knapp,"982000362396026",Y,F,Healthy,in lake,746373,4305465,11.0,2.0,9.0,44.0,1793,,Translocated to Jabu Lake on 6/20/14.,DESO1793
14221,2014-06-19 00:00:00.000,Knapp,"982000362396033",Y,F,Healthy,in lake,746373,4305465,13.0,2.0,11.0,47.0,1993,Vredenburg,Translocated to Lake Lucille on 6/20/14.,DESO1993
14221,2014-06-19 00:00:00.000,Knapp,"982000362396046",Y,M,Healthy,fringing habitat,746348,4305539,15.0,2.0,13.0,50.0,1790,Knapp,,DESO1790
14221,2014-06-19 00:00:00.000,Knapp,"982000362396064",,M,Healthy,in lake,746437,4305469,10.0,2.0,8.0,41.0,1992,Vredenburg,,DESO1992
14221,2014-06-19 00:00:00.000,Knapp,"982000362396069",Y,F,Healthy,in lake,746396,4305496,12.0,2.0,10.0,49.0,1795,Vredenburg,Translocated to Jabu Lake on 6/20/14.,DESO1795
14235,2014-07-01 00:00:00.000,Knapp,"118001027185",,M,Healthy,in lake,750557,4305399,15.0,2.0,13.0,48.0,2001,Knapp,"8 m E of outlet.",DESO2001
14235,2014-07-01 00:00:00.000,Knapp,"118001028889",,M,Healthy,inlet,750508,4305148,12.0,2.0,10.0,45.0,1998,,In SW inlet.,DESO1998
14235,2014-07-01 00:00:00.000,Knapp,"118001029323",,F,Healthy,inlet,750508,4305148,21.0,2.0,19.0,58.0,1997,Knapp,In SW inlet.,DESO1997
14235,2014-07-01 00:00:00.000,Knapp,"118001063948",,F,Healthy,in lake,750548,4305395,26.0,2.0,24.0,56.0,2000,Knapp,At outlet mouth.,DESO2000
14235,2014-07-01 00:00:00.000,Knapp,"121019081088",,F,Healthy,in lake,750644,4305231,13.0,2.0,11.0,43.0,1994,Knapp,On S shore.,DESO1994
14235,2014-07-01 00:00:00.000,Knapp,"121019100484",,F,Healthy,in lake,750644,4305231,26.0,2.0,24.0,60.0,1995,Knapp,On S shore.,DESO1995
14235,2014-07-01 00:00:00.000,Knapp,"900043000104807",,F,Healthy,inlet,750364,4305143,18.0,2.0,16.0,53.0,1999,Knapp,In W inlet.,DESO1999
14235,2014-07-01 00:00:00.000,Knapp,"900043000104843",,F,Healthy,in lake,750576,4305200,10.0,2.0,8.0,41.0,1996,Knapp,On SW shore.,DESO1996
14235,2014-07-01 00:00:00.000,Knapp,"982000362396033",,F,Healthy,in lake,750634,4305381,16.0,2.0,14.0,47.0,2061,Knapp,At mouth of secondary outlet. ,DESO2061
14218,2014-07-02 00:00:00.000,Knapp,"118001028424",,M,Healthy,in lake,749630,4305753,14.0,2.0,12.0,43.0,2063,Knapp,,DESO2063
14218,2014-07-02 00:00:00.000,Knapp,"118001028646",,F,Healthy,in lake,749610,4305754,19.0,2.0,17.0,51.0,2072,Knapp,,DESO2072
14218,2014-07-02 00:00:00.000,Knapp,"118001030225",,M,Healthy,in lake,749644,4305748,12.0,2.0,10.0,46.0,2071,Knapp,,DESO2071
14218,2014-07-02 00:00:00.000,Knapp,"118001031205",,F,Healthy,in lake,749616,4305766,14.0,2.0,12.0,47.0,2066,Knapp,,DESO2066
14218,2014-07-02 00:00:00.000,Knapp,"118001057662",,M,Healthy,in lake,749660,4305745,14.0,2.0,12.0,46.0,2069,Knapp,,DESO2069
14218,2014-07-02 00:00:00.000,Knapp,"118001058410",,F,Healthy,in lake,749655,4305745,19.0,2.0,17.0,49.0,2070,Knapp,,DESO2070
14218,2014-07-02 00:00:00.000,Knapp,"118001059498",,F,Healthy,in lake,749630,4305753,34.0,2.0,32.0,67.0,,Knapp,Swab lost.,
14218,2014-07-02 00:00:00.000,Knapp,"121019053064",,M,Healthy,in lake,749691,4305749,19.0,2.0,17.0,51.0,2068,Knapp,,DESO2068
14218,2014-07-02 00:00:00.000,Knapp,"121019091419",,F,Healthy,in lake,749692,4305750,21.0,2.0,19.0,56.0,2067,Knapp,,DESO2067
14218,2014-07-02 00:00:00.000,Knapp,"900118001029604",,M,Healthy,in lake,749609,4305752,23.0,2.0,21.0,55.0,2065,Knapp,Tag not listed in table - frog never recorded as having been translocated?,DESO2065
14218,2014-07-02 00:00:00.000,Knapp,"982000362396026",,F,Healthy,in lake,749620,4305749,14.0,2.0,12.0,46.0,2064,Knapp,,DESO2064
14218,2014-07-16 00:00:00.000,Kauffman,"118001027500",,M,Healthy,fringing habitat,749605,4305674,15.0,2.0,13.0,45.0,2039,Kauffman,,DESO2039
14235,2014-07-16 00:00:00.000,Atkinson,"118001028393",,M,Healthy,inlet,750402,4305196,18.0,2.0,16.0,50.0,1980,Atkinson,,DESO1980
14218,2014-07-16 00:00:00.000,Kauffman,"118001028424",,M,Healthy,fringing habitat,749605,4305674,14.0,2.0,12.0,44.0,2040,Kauffman,,DESO2040
14218,2014-07-16 00:00:00.000,Kauffman,"118001028646",,F,Healthy,fringing habitat,749605,4305674,22.0,2.0,20.0,52.0,2045,Kauffman,,DESO2045
14218,2014-07-16 00:00:00.000,Kauffman,"118001029668",,F,Healthy,fringing habitat,749605,4305674,26.0,2.0,24.0,61.0,2044,Kauffman,"2 leeches on back ",DESO2044
14218,2014-07-16 00:00:00.000,Kauffman,"118001030225",,M,Healthy,fringing habitat,749605,4305674,14.0,2.0,12.0,46.0,2042,Kauffman,,DESO2042
14235,2014-07-16 00:00:00.000,Knapp,"118001030481",,M,Healthy,outlet,750490,4305454,14.0,2.0,12.0,46.0,2110,Knapp,,DESO2110
14218,2014-07-16 00:00:00.000,Kauffman,"118001031205",,F,Healthy,fringing habitat,749605,4305674,15.0,2.0,13.0,46.0,2041,Kauffman,,DESO2041
14218,2014-07-16 00:00:00.000,Kauffman,"118001060530",,F,Healthy,fringing habitat,749605,4305674,15.0,2.0,13.0,47.0,2043,Kauffman,Leech on right hind foot ,DESO2043
14218,2014-07-16 00:00:00.000,Kauffman,"118001060614",,F,Healthy,in lake,749650,4305741,16.0,2.0,14.0,48.0,2037,Kauffman,,DESO2037
14226,2014-07-16 00:00:00.000,Knapp,"118001063948",,F,Healthy,inlet,750455,4305489,23.0,2.0,21.0,57.0,2112,Knapp,Very lively. ,DESO2112
14235,2014-07-16 00:00:00.000,Knapp,"121019062155",,F,Healthy,inlet,750490,4305048,23.0,2.0,21.0,54.0,2109,Knapp,Well fed. ,DESO2109
14226,2014-07-16 00:00:00.000,Knapp,"900043000104831",,F,Healthy,inlet,750458,4305482,19.0,2.0,17.0,52.0,2111,Knapp,Light background skin color.,DESO2111
14235,2014-07-16 00:00:00.000,Atkinson,"900043000104840",,M,Healthy,inlet,750453,4305218,14.0,2.0,12.0,46.0,1983,Atkinson,,DESO1983
14235,2014-07-16 00:00:00.000,Atkinson,"900043000104859",,F,Healthy,inlet,750274,4305067,21.0,2.0,19.0,49.0,1978,Atkinson,,DESO1978
14235,2014-07-16 00:00:00.000,Knapp,"900043000104879",,M,Healthy,inlet,750482,4305185,15.0,2.0,13.0,50.0,2108,Knapp,Very wary and difficult to catch.,DESO2108
14235,2014-07-16 00:00:00.000,Atkinson,"900043000104884",,F,Healthy,inlet,750383,4305192,18.0,2.0,16.0,46.0,1979,Atkinson,,DESO1979
14218,2014-07-16 00:00:00.000,Kauffman,"982000362396069",,F,Healthy,fringing habitat,749605,4305674,17.0,2.0,15.0,50.0,2038,Kauffman,,DESO2038
14221,2014-07-17 00:00:00.000,Kauffman,"118001028315",,F,Healthy,in lake,746405,4305458,19.0,2.0,17.0,54.0,2192,Kauffman,,DESO2192
14221,2014-07-17 00:00:00.000,Kauffman,"118001028384",,F,Healthy,fringing habitat,746348,4305480,11.0,2.0,9.0,42.0,2051,Kauffman,,DESO2051
14221,2014-07-17 00:00:00.000,Kauffman,"118001028526",,M,Healthy,fringing habitat,746348,4305480,13.0,2.0,11.0,47.0,2198,Kauffman,,DESO2198
14309,2014-07-17 00:00:00.000,Knapp,"118001028763",,M,Healthy,inlet,747953,4303809,19.0,2.0,17.0,53.0,2006,Knapp,,DESO2006
14309,2014-07-17 00:00:00.000,Knapp,"118001028767",,M,Healthy,in lake,747996,4303792,12.0,2.0,10.0,45.0,2005,Knapp,Sitting 2 m above water in sun.,DESO2005
14221,2014-07-17 00:00:00.000,Kauffman,"118001028803",,M,Healthy,fringing habitat,746348,4305480,15.0,2.0,13.0,47.0,2200,Kauffman,,DESO2200
14221,2014-07-17 00:00:00.000,Kauffman,"118001028908",,F,Healthy,in lake,746405,4305458,18.0,2.0,16.0,52.0,2204,Kauffman,,DESO2204
14221,2014-07-17 00:00:00.000,Kauffman,"118001028929",,M,Healthy,in lake,746373,4305465,10.0,2.0,8.0,42.0,2181,Kauffman,,DESO2181
14221,2014-07-17 00:00:00.000,Kauffman,"118001028994",,F,Healthy,fringing habitat,746350,4305528,20.0,2.0,18.0,53.0,2048,Kauffman,,DESO2048
14221,2014-07-17 00:00:00.000,Kauffman,"118001028997",,M,Healthy,fringing habitat,746348,4305480,15.0,2.0,13.0,48.0,2050,Kauffman,,DESO2050
14309,2014-07-17 00:00:00.000,Knapp,"118001029025",,M,Healthy,inlet,747963,4303808,25.0,2.0,23.0,55.0,2007,Knapp,,DESO2007
52643,2014-07-17 00:00:00.000,Atkinson,"118001029092",,F,Healthy,in lake,748363,4303712,23.0,2.0,21.0,56.0,2022,Atkinson,,DESO2022
14221,2014-07-17 00:00:00.000,Kauffman,"118001029102",,F,Healthy,in lake,746405,4305458,19.0,2.0,17.0,51.0,2206,Kauffman,,DESO2206
14309,2014-07-17 00:00:00.000,Knapp,"118001029220",,M,Healthy,inlet,747863,4304049,21.0,2.0,19.0,53.0,2012,Knapp,,DESO2012
14221,2014-07-17 00:00:00.000,Kauffman,"118001029275",,M,Healthy,fringing habitat,746405,4305458,14.0,2.0,12.0,46.0,2186,Kauffman,,DESO2186
14221,2014-07-17 00:00:00.000,Kauffman,"118001029279",,M,Healthy,fringing habitat,746350,4305528,19.0,2.0,17.0,50.0,2052,Kauffman,,DESO2052
14221,2014-07-17 00:00:00.000,Kauffman,"118001029506",,M,Healthy,in lake,746396,4305496,14.0,2.0,12.0,46.0,2184,Kauffman,,DESO2184
14221,2014-07-17 00:00:00.000,Kauffman,"118001029524",,M,Healthy,in lake,746373,4305465,11.0,2.0,9.0,42.0,2079,Kauffman,,DESO2079
14309,2014-07-17 00:00:00.000,Knapp,"118001030071",,M,Healthy,outlet,748227,4303534,16.0,2.0,14.0,52.0,2116,Knapp,,DESO2116
52643,2014-07-17 00:00:00.000,Atkinson,"118001030586",,F,Healthy,in lake,748363,4303712,17.0,2.0,15.0,50.0,2021,Knapp,,DESO2021
14309,2014-07-17 00:00:00.000,Knapp,"118001030605",,M,Healthy,inlet,747932,4303803,21.0,2.0,19.0,51.0,2008,Atkinson,,DESO2008
14221,2014-07-17 00:00:00.000,Kauffman,"118001031730",,M,Healthy,fringing habitat,746348,4305480,14.0,2.0,12.0,46.0,2195,Kauffman,,DESO2195
14221,2014-07-17 00:00:00.000,Kauffman,"118001057394",,M,Healthy,in lake,746373,4305465,13.0,2.0,11.0,45.0,2188,Kauffman,,DESO2188
14309,2014-07-17 00:00:00.000,Knapp,"118001057508",,F,Healthy,inlet,747978,4303894,29.0,2.0,27.0,63.0,1985,Knapp,,DESO1985
14221,2014-07-17 00:00:00.000,Kauffman,"118001058011",,M,Healthy,in lake,746405,4305458,13.0,2.0,11.0,44.0,2182,Kauffman,,DESO2182
14309,2014-07-17 00:00:00.000,Knapp,"118001058098",,M,Healthy,inlet,747844,4303769,22.0,2.0,20.0,55.0,1984,Knapp,,DESO1984
14221,2014-07-17 00:00:00.000,Kauffman,"118001058265",,M,Healthy,in lake,746405,4305458,14.0,2.0,12.0,47.0,2213,Kauffman,,DESO2213
14221,2014-07-17 00:00:00.000,Kauffman,"118001059247",,M,Healthy,in lake,746405,4305458,13.0,2.0,11.0,43.0,2187,Kauffman,,DESO2187
14221,2014-07-17 00:00:00.000,Kauffman,"118001060606",,F,Healthy,in lake,746405,4305458,16.0,2.0,14.0,49.0,2190,Kauffman,,DESO2190
14221,2014-07-17 00:00:00.000,Kauffman,"118001065931",,M,Healthy,fringing habitat,746348,4305480,17.0,2.0,15.0,50.0,2196,Kauffman,,DESO2196
14309,2014-07-17 00:00:00.000,Knapp,"121019056221",,F,Healthy,outlet,748268,4303474,47.0,2.0,45.0,67.0,2113,Atkinson,,DESO2113
14221,2014-07-17 00:00:00.000,Kauffman,"121019059753",,M,Healthy,fringing habitat,746348,4305480,13.0,2.0,11.0,44.0,2197,Kauffman,,DESO2197
14221,2014-07-17 00:00:00.000,Kauffman,"121019061341",,M,Healthy,fringing habitat,746348,4305480,15.0,2.0,13.0,46.0,2201,Kauffman,,DESO2201
14221,2014-07-17 00:00:00.000,Kauffman,"121019071017",,M,Healthy,fringing habitat,746348,4305480,13.0,2.0,11.0,46.0,2053,Kauffman,,DESO2053
14221,2014-07-17 00:00:00.000,Kauffman,"121019074311",,M,Healthy,in lake,746373,4305465,15.0,2.0,13.0,46.0,2062,Kauffman,,DESO2062
14221,2014-07-17 00:00:00.000,Kauffman,"121019074729",,F,Healthy,in lake,746405,4305458,17.0,2.0,15.0,51.0,2208,Kauffman,,DESO2208
14221,2014-07-17 00:00:00.000,Kauffman,"121019074850",,M,Healthy,fringing habitat,746348,4305480,16.0,2.0,14.0,49.0,2199,Kauffman,Microbiome ,DESO2199
14309,2014-07-17 00:00:00.000,Knapp,"121019075956",,F,Healthy,fringing habitat,748262,4303511,27.0,2.0,25.0,59.0,2119,Knapp,,DESO2119
14309,2014-07-17 00:00:00.000,Knapp,"121019076155",,F,Healthy,fringing habitat,748262,4303511,29.0,2.0,27.0,63.0,2003,Knapp,,DESO2003
14221,2014-07-17 00:00:00.000,Kauffman,"121019095671",,F,Healthy,in lake,746405,4305458,16.0,2.0,14.0,48.0,2185,Kauffman,Microbiome ,DESO2185
14221,2014-07-17 00:00:00.000,Kauffman,"121019095714",,F,Healthy,fringing habitat,746348,4305480,17.0,2.0,15.0,49.0,2203,Kauffman,Microbiome ,DESO2203
14221,2014-07-17 00:00:00.000,Kauffman,"121019097359",,M,Healthy,fringing habitat,746348,4305480,17.0,2.0,15.0,52.0,2202,Kauffman,,DESO2202
14221,2014-07-17 00:00:00.000,Kauffman,"153000075223",,M,Healthy,fringing habitat,746350,4305528,15.0,2.0,13.0,47.0,2049,Kauffman,,DESO2049
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104503",Y,M,Healthy,in lake,746373,4305465,9.0,2.0,7.0,40.0,2080,Kauffman,,DESO2080
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104506",Y,M,Healthy,in lake,746373,4305465,10.0,2.0,8.0,43.0,2083,Kauffman,,DESO2083
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104523",Y,M,Healthy,in lake,746396,4305496,12.0,2.0,10.0,44.0,2207,Kauffman,,DESO2207
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104525",Y,M,Healthy,in lake,746373,4305465,12.0,2.0,10.0,45.0,2081,Kauffman,,DESO2081
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104527",Y,M,Healthy,fringing habitat,746350,4305528,14.0,2.0,12.0,47.0,2056,Kauffman,,DESO2056
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104537",Y,M,Healthy,in lake,746373,4305465,10.0,2.0,8.0,44.0,2180,Kauffman,,DESO2180
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104548",Y,M,Healthy,fringing habitat,746348,4305480,13.0,2.0,11.0,45.0,2055,Kauffman,,DESO2055
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104565",Y,M,Healthy,fringing habitat,746348,4305480,16.0,2.0,14.0,51.0,2054,Kauffman,,DESO2054
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104577",Y,F,Healthy,in lake,746396,4305496,17.0,2.0,15.0,47.0,2210,Kauffman,,DESO2210
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104580",Y,M,Healthy,in lake,746396,4305496,11.0,2.0,9.0,43.0,2082,Kauffman,,DESO2082
14221,2014-07-17 00:00:00.000,Kauffman,"900043000104595",Y,M,Healthy,in lake,746437,4305469,12.0,2.0,10.0,46.0,,Kauffman,Swab id originally entered as 2144. Duplicated another id.,
14221,2014-07-17 00:00:00.000,Kauffman,"900043000107906",Y,M,Healthy,in lake,746347,4305469,11.0,2.0,9.0,42.0,2215,Kauffman,,DESO2215
14221,2014-07-17 00:00:00.000,Kauffman,"900043000107954",Y,M,Healthy,in lake,746405,4305458,13.0,2.0,11.0,44.0,2209,Kauffman,,DESO2209
14221,2014-07-17 00:00:00.000,Kauffman,"900043000107959",Y,M,Healthy,fringing habitat,746348,4305480,12.0,2.0,10.0,45.0,2194,Kauffman,,DESO2194
52643,2014-07-17 00:00:00.000,Atkinson,"900118001057675",,M,Healthy,in lake,748363,4303712,19.0,2.0,17.0,50.0,1988,Atkinson,"PIT tag not in table, so entered it.",DESO1988
14221,2014-07-17 00:00:00.000,Kauffman,"982000362395974",Y,M,Healthy,in lake,746437,4305469,14.0,2.0,12.0,46.0,2193,Kauffman,,DESO2193
14309,2014-07-17 00:00:00.000,Knapp,"982000362395978",Y,M,Healthy,outlet,748281,4303469,18.0,2.0,16.0,50.0,2115,Atkinson,,DESO2115
14309,2014-07-17 00:00:00.000,Knapp,"982000362395979",Y,M,Healthy,fringing habitat,748049,4304078,23.0,2.0,21.0,53.0,2016,Knapp,Unmapped pond north of pyramid ,DESO2016
14309,2014-07-17 00:00:00.000,Knapp,"982000362395980",Y,F,Healthy,inlet,747896,4303792,28.0,2.0,26.0,60.0,1982,Atkinson,,DESO1982
54962,2014-07-17 00:00:00.000,Atkinson,"982000362395982",Y,F,Healthy,in lake,748274,4303612,42.0,2.0,40.0,68.0,1981,Atkinson,,DESO1981
14309,2014-07-17 00:00:00.000,Knapp,"982000362395983",Y,M,Healthy,inlet,747863,4304049,12.0,2.0,10.0,42.0,2014,Atkinson,,DESO2014
14309,2014-07-17 00:00:00.000,Knapp,"982000362395986",Y,F,Healthy,outlet,748227,4303534,15.0,2.0,13.0,50.0,2117,Knapp,,DESO2117
14309,2014-07-17 00:00:00.000,Knapp,"982000362395990",Y,F,Healthy,outlet,748226,4303546,14.0,2.0,12.0,47.0,2118,Knapp,,DESO2118
14221,2014-07-17 00:00:00.000,Kauffman,"982000362395992",Y,M,Healthy,in lake,746373,4305465,12.0,2.0,10.0,46.0,2191,Kauffman,,DESO2191
52643,2014-07-17 00:00:00.000,Atkinson,"982000362395993",Y,M,Healthy,in lake,748363,4303712,17.0,2.0,15.0,51.0,2023,Knapp,,DESO2023
14306,2014-07-17 00:00:00.000,Atkinson,"982000362395995",Y,M,Healthy,in lake,748142,4303893,15.0,2.0,13.0,47.0,1986,Atkinson,,DESO1986
14309,2014-07-17 00:00:00.000,Knapp,"982000362395998",Y,M,Healthy,inlet,747871,4303774,12.0,2.0,10.0,42.0,2011,Atkinson,,DESO2011
52643,2014-07-17 00:00:00.000,Atkinson,"982000362396012",Y,M,Healthy,in lake,748363,4303712,13.0,2.0,11.0,46.0,2020,Knapp,,DESO2020
14221,2014-07-17 00:00:00.000,Kauffman,"982000362396013",Y,M,Healthy,in lake,746396,4305496,14.0,2.0,12.0,46.0,2212,Kauffman,,DESO2212
14309,2014-07-17 00:00:00.000,Knapp,"982000362396014",Y,M,Healthy,fringing habitat,748262,4303511,13.0,2.0,11.0,49.0,2002,Knapp,,DESO2002
14221,2014-07-17 00:00:00.000,Kauffman,"982000362396015",Y,M,Healthy,in lake,746405,4305458,13.0,2.0,11.0,47.0,2211,Kauffman,,DESO2211
14306,2014-07-17 00:00:00.000,Atkinson,"982000362396022",Y,M,Healthy,in lake,748177,4303881,15.0,2.0,13.0,50.0,2015,Knapp,,DESO2015
14309,2014-07-17 00:00:00.000,Knapp,"982000362396027",Y,F,Healthy,fringing habitat,748049,4304077,13.0,2.0,11.0,44.0,2017,Knapp,Unmapped pond north of pyramid ,DESO2017
14221,2014-07-17 00:00:00.000,Kauffman,"982000362396030",Y,M,Healthy,in lake,746405,4305458,11.0,2.0,9.0,44.0,2189,Kauffman,,DESO2189
14309,2014-07-17 00:00:00.000,Atkinson,"982000362396031",Y,F,Healthy,fringing habitat,747968,4303969,14.0,2.0,12.0,47.0,1987,Atkinson,,DESO1987
14309,2014-07-17 00:00:00.000,Knapp,"982000362396041",Y,M,Healthy,outlet,748262,4303476,12.0,2.0,10.0,46.0,2114,Knapp,,DESO2114
14277,2014-07-17 00:00:00.000,Knapp,"982000362396049",Y,M,Healthy,outlet,748052,4304265,25.0,2.0,23.0,59.0,2018,Knapp,,DESO2018
14221,2014-07-17 00:00:00.000,Kauffman,"982000362396051",Y,M,Healthy,in lake,746405,4305458,18.0,2.0,16.0,51.0,2183,Kauffman,,DESO2183
54963,2014-07-17 00:00:00.000,Atkinson,"982000362396052",Y,F,Healthy,in lake,748307,4303691,11.0,2.0,9.0,41.0,1990,Atkinson,,DESO1990
52643,2014-07-17 00:00:00.000,Atkinson,"982000362396054",Y,F,Healthy,in lake,748363,4303712,13.0,2.0,11.0,43.0,1989,Atkinson,,DESO1989
14309,2014-07-17 00:00:00.000,Knapp,"982000362396055",Y,M,Healthy,inlet,747932,4303803,21.0,2.0,19.0,55.0,2010,Knapp,,DESO2010
14309,2014-07-17 00:00:00.000,Knapp,"982000362396058",Y,M,Healthy,fringing habitat,748228,4303535,12.0,2.0,10.0,45.0,2004,Knapp,,DESO2004
14309,2014-07-17 00:00:00.000,Knapp,"982000362396072",Y,F,Healthy,inlet,747876,4304034,29.0,2.0,27.0,56.0,2013,Atkinson,,DESO2013
14309,2014-07-17 00:00:00.000,Knapp,"982000362396073",Y,M,Healthy,inlet,747871,4303774,13.0,2.0,11.0,48.0,2009,Knapp,,DESO2009
14277,2014-07-17 00:00:00.000,Knapp,"982000362396080",Y,F,Healthy,outlet,748047,4304295,24.0,2.0,22.0,56.0,2019,Knapp,,DESO2019
14221,2014-07-18 00:00:00.000,Knapp,"118001028338",,F,Healthy,in lake,746437,4375469,17.0,2.0,15.0,54.0,2121,Ellison,,DESO2121
14221,2014-07-18 00:00:00.000,Knapp,"118001028384",,F,Healthy,fringing habitat,746346,4305480,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"118001028430",,M,Healthy,fringing habitat,748224,4303548,22.0,2.0,20.0,55.0,2217,Kauffman,Pond east of inlet. ,DESO2217
14221,2014-07-18 00:00:00.000,Knapp,"118001028561",,M,Healthy,in lake,746437,4305469,17.0,2.0,15.0,53.0,2122,Ellison,,DESO2122
14221,2014-07-18 00:00:00.000,Knapp,"118001028625",,F,Healthy,fringing habitat,746385,4305568,17.0,2.0,15.0,51.0,2137,Knapp,,DESO2137
14221,2014-07-18 00:00:00.000,Knapp,"118001028643",,M,Healthy,fringing habitat,746361,4305572,20.0,2.0,18.0,54.0,2133,Knapp,,DESO2133
14309,2014-07-18 00:00:00.000,Kauffman,"118001028723",,M,Healthy,inlet,747957,4303919,19.0,2.0,17.0,53.0,2300,Kauffman,,DESO2300
14309,2014-07-18 00:00:00.000,Kauffman,"118001028823",,M,Healthy,fringing habitat,748231,4303538,21.0,2.0,19.0,53.0,2218,Kauffman,,DESO2218
14309,2014-07-18 00:00:00.000,Kauffman,"118001028913",,M,Healthy,inlet,747906,4303788,20.0,2.0,18.0,55.0,2223,Kauffman,,DESO2223
14221,2014-07-18 00:00:00.000,Knapp,"118001028929",,M,Healthy,in lake,746396,4305496,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"118001028978",,F,Healthy,fringing habitat,746316,4305436,20.0,2.0,18.0,52.0,2259,Knapp,,DESO2259
14221,2014-07-18 00:00:00.000,Knapp,"118001028997",,M,Healthy,fringing habitat,746346,4305480,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"118001029025",,M,Healthy,outlet,747965,4303810,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"118001029079",,F,Healthy,fringing habitat,746348,4305540,20.0,2.0,18.0,54.0,2139,Knapp,,DESO2139
52643,2014-07-18 00:00:00.000,Kauffman,"118001029092",,F,Healthy,in lake,748367,4303704,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"118001029170",,M,Healthy,fringing habitat,746385,4305568,19.0,2.0,17.0,50.0,2138,Knapp,,DESO2138
14221,2014-07-18 00:00:00.000,Knapp,"118001029215",,M,Healthy,fringing habitat,746300,4305417,17.0,2.0,15.0,49.0,2261,Knapp,,DESO2261
14309,2014-07-18 00:00:00.000,Kauffman,"118001029217",,M,Healthy,inlet,747846,4303774,15.0,2.0,13.0,48.0,2232,Kauffman,,DESO2232
14221,2014-07-18 00:00:00.000,Knapp,"118001029275",,M,Healthy,in lake,746405,4305458,,,,,,,,
14221,2014-07-18 00:00:00.000,Knapp,"118001029279",,M,Healthy,fringing habitat,746344,4305516,,,,,,,,
14309,2014-07-18 00:00:00.000,Kauffman,"118001029569",,M,Healthy,fringing habitat,748220,4303529,13.0,2.0,11.0,47.0,2219,Kauffman,Pool east of inlet.,DESO2219
